tweet,sentiment
아이유인나 애정 하 ᆫ다 ...... ㅇ ㅏㅡ 으 ㅏㅏㄱ 사랑해 ㅐ 희 ㅣㅇ ,1
" 여자 축구 이슈 화 를 위하 어 잊히 어 지 ᆫ 옛 사건 을 끌 어 오 어 보 ᆫ다 .  
여민지 , 지소연 이전 여자 축구 최고 의 스타 는 박은선 이 었 는데 , 2013년 WK리그 ( 여자 축구 리그 ) 감독 6 명 ( 박은선 소속 팀 을 제외 하 ᆫ 전부 ) 이 박은선 ' 진짜 로 여성 이 맞 는지 ' 성 별 검사 하 자고 진정서 를 내 ᆫ 적 이 있 었 다 .  ",5
손석희 녹취록 듣 어 보 면 김웅 이란 기자 가 손석희 를 고문 하 는 기술자 처럼 보이 는 녹음 이 네요 .. 각자 듣 어 보 시 고 판단 하 시 기 ᆯ .. ,5
더블유 랑 알함브라 궁전 의 추억 이랑 다 소재 에 코 끼이 어서 끝 까지 보 어 버리 었 지만 다음 에 ᆫ 꼭 송재정 작품 보 지 말 자 .... ,3
여윽 시 영애 이 ᆫ 리치 정은지 .. ,1
" 아침 으로 아빠 가 끓이 어 두 ᆫ 떡국 을 먹 고 , 가까이 살 지만 자주 만나 ᆯ 수 없 어 항상 그립 었 던 친구 를 만나 고 , 오붓 하 게 아빠 와 저녁 식사 하 ᆯ 오늘 하루 가 소중 하 고 따뜻 하 어서 올 한 해 도 잘 살 ᆯ 수 있 겠 다 싶 어 마음 이 편하 어 진다  ",1
" 정몽규 축구협회 장 "" 월드컵 16 강 이상 달성 최선 "" | 월드컵 - 러 WC  ",5
" 아니 김진우 미치 었 다 ㅠㅠㅠㅠ  
영상 찍 은 사람 지금 숨 쉬 고 있 나 ?  ",1
" 하나 성경 밖 에서 신앙 하 는 껍데기 신앙인 은 성경 지식 이 없 어 깨닫 지 못하 어 구원 받 지 못하 어 망하 는 것 이 다 ( 호 4 : 6 ) .  
참 신앙인 이 라면 솔직 하 게 성경 앞 에서 자신 을 묻 어 보 어야 하 ᆯ 것 이 다 .  ",5
" 1 초 수줍 후 날 라온 심장 어택 
박효신 은 엄청나 다 ..  ",1
" 흐 ᆸ ㅠㅠ 민우 오빠 
쪼그리 고 앉 어서 신화 쓰 고 찍 고 
신화 ♡ 신 창 쓰 고 찍 고 .. 졸귀  ",1
글 이 너무 쟝원 스럽 어서 좋 다 누가 봐도 이장원 이 쓰 ᆫ 글 이 잖아 ㅜㅜㅜㅠㅠㅠㅠㅠ 올해 도 사랑해 장원 ,1
강원 송지호 해수욕장 에 대하 ᆫ 정보 !! ,5
진짜 눈물 줄 줄 나 게 잘 생기 었 다 .. 오늘 도 무릎 을 쿵치딱 치 치 고 가 ᆸ니다 세상 아직 사 ᆯ 만 하 다 2019 년 대한민국 의 희망 이 자 미래 양홍석 ,1
다 알맞 게 적 었 구 명단 보 었 는데 이름 순 이 고 그리고 회차 마다 명수 다른 거 ᆫ 어 ㅓㄴ 래 그러 ᆫ 곤 강 .. ,5
"[ 김현기 의 시시각각 ] ‘ 광화문 대통령 ’ 이 란 환상 
내일 ( 10 일 ) 기자회견 에서 반드시 문 대통령 의 진솔 하 ᆫ 해명 을 듣 어야 하 는 이유 이 다 . 그나저나 취임 3 년 차 에 들어가 는데 대통령 의 생 중계 공식 회견 이 이번 으로 ‘ 세 번 째 ’ 이 라니 , 소통 강화 이 고 이념 이 고 말 하 ᆯ 계제 도 아니 ᆫ 듯 하 다  ",5
" 유사 이래 최악 의 국정농단 
문재인 권력 형 비리 
유병언 재단 채권 관리 자 이 었 는데 ?  
세월호 유가족 보상금 도 
왜 재단 돈 으로 안 하 고 
우리 국고 를 털 었 나 ?  
탄핵 하 어야 하 었 다 .  
게다가 얼마 전 유병언 딸 갑자기 구속 
악취 가 진동 하 ᆫ다 
DJ 김홍걸 , YS 김현철 , 노무현 마누라 도 
새 발 의 피 이 ᆯ 것 같 은데 ?  ",3
" 박성수 이랜드 회장 , 계열사 경영 믿 고 맡기 ᆫ다 … 3040 세대 전면 배치  ",5
" 워너 원 막 콘 27 일 스탠딩 B2 구역 200 번 대 양도 하 ᆸ니다 
현장 에서 직거래 하 어 드리 어요 디엠 주 시 어요  ",5
아가멤논 ㅠ ㅠ 찌니 배우님 ㅠ ㅠ 석준 배우님 ㅠ ㅠ ㅠ 연기 천재 존잘 님 들 ㅠ ㅠ ㅠ ㅠ ,1
" 피터 스완스 ᆫ 의 ' 죽이 어 마땅 하 ᆫ 사람 들 ' 을 재미있 게 보 시 었 다면 , 같 은 작가 의 ' 아낌없이 뺏 는 사랑 ' 과 ' 312 호 에서 는 303 호 여자 가 보이 ᆫ다 ' 를 추천 하 ᆸ니다 .  
그리고 B . A . 패리스 의 ' 비하인 드 도어 ' , 와 ' 브레이크 다운 ' 도 좋아하 시 ᆯ 거 이 에요 . 모두 다 한 번 시작 하 면 멈추 기 힘들 ᆫ 책 들 이 에요 .  ",5
남경 개새끼 들 아 좆같 은 역삼지구 대 남경 새끼 들 다 갈 어 치우 어라 ,3
위안부 할머니 들 눈 에 피눈물 나 게 하 던 강은희 가 교육감 이 라니 말 이 되 ᆸ니까 ,3
한상진 이 놈 도 사기 꾼 이 ᆸ니다 ,3
노 잼 ㅅㅂ .... 방 민희 이찬수 ... ,3
사랑해요 !!!!! 진짜 사랑해요 !!! ㅠㅜ 정말 천 사카키 님 .. ㅠㅜ 너무 착하 시 고 ㅠㅜ 사랑해요 ㅠㅜ 카키 님 진짜 .. 찌 ᆫ 짜 .. 늘 행복 하 시 고 ㅠ 카키 님 진짜 .. 사랑해요 ㅠㅜ ,1
미치 ᆫ 마리아 힐 파프 홈 나오 ᆯ 각인 게 아니 라 나오 는 거 맞 네 사랑해요 언니 미치 ᆫ 아 ,1
" 근대 유럽 의 역사 에 관심 과 재미 를 느끼 기 까지 참 오랜 시간 이 걸리 었 다 . 어지럽 게 얽히 ᆫ 유럽 왕가 에 수많 은 필 리페 , 앙 리 , 마리아 , 카를 , 엘리 자 베스 가 나오 어서 어지럽 지만 , 결국 그 때 도 사람 이 역사 를 만들 었 다는 면 에서 생생 하 게 다가오 ᆫ다 . 챕터 마다 나오 는 가계도 가 엄청 도움 이 되 ᆫ다 .  ",5
뉴트 럴 틴트 는 보라빛 도 는 회색 이 에요 . 페인 즈 그레이 보다 더 어둡 은 그레이 이 ᆸ니다 . 틴트 물감 이 라 불리 는 칼라 중 에 얼마 안 되 는 어둡 은 색 이 죠 . 정말 보라색 이 ᆫ데 보라색 이 란 느낌 은 적 죠 . ,5
"‘ 우생 순 ’ 임순례 감독 , ‘ 리틀 포레스트 ’ 로 4 년 만 에 스크린 복귀 ! “ 휴식 같 은 영화 를 선물 하 ᆸ니다 ! ” ",5
손성득 신인 한테 가 어서 열심히 하 자 ! 100 댄서 같이 보내 자 ! 초심 파이팅 ! ,1
" 김하연 기자 - 김재중 , SNS 라이 브 말 없어 도 시청자 1 만 명 … ‘ 글로벌 인기 ’ - 톱스타 뉴스  ",5
" 잘 생 김동완 2019 ver 2 
190101 젠틀맨 스 가이드  ",1
허영지 님 귀엽 으시 어 ,1
" 국내 첫 영리병원 .. 의료 공공 성 해치 ᆯ까 
원희룡 제주 지사 "" 중앙 정치 관심 보다 는 도정 안정 시키 는 것 이 중요 ""  
녹지 국제 병원 허가 "" 불가피 하 ᆫ 선택 .. 비난 · 책임 감수 ""  
"" 단 한 개 도 허용 하 ᆯ 수 없 다 "" 제주 영리병원 반발 거세 진다  ",5
기엽 이 구 성격조쿠 무슨 일 있 으면 걱정 먼저 하 어 주 는 착하 ᆫ 하진 이 한테 당장 가 시 어요 !! 배려심짱 이 ᆷ .. ,1
이연걸 이 어리 ᆯ 때 나 의 카제하야 이 었 다고 .... 변발 의 카제하 이 야 ... ㅋㅋㅋㅋ 존 나 게 사랑햇 는데 다시 보 어도 넘 좋아 히야 .. 아주 아주 담백 하 고 올곧 게 생기 었 어 킄킄 ㅋ ,1
""" 신재민 ' 극단 선택 ' 암시 문자 보내 고 잠적 "" .. 유서 발견 
참으로 비겁 하 고 사악 하 ᆫ 인물 이 네 .  
떴떳 하 ᆫ데 왜 죽 어 ? 당당 하 게 끝 까지 버티 며 바둥거 려 보 지 .  
기러기 와 지라시 들 이 영웅 을 만들 어 주 는 정도 가 시원찮 었 나 ? 구역 질 나 ᆫ다  ",3
민우 오빠 화이팅 ~ ,1
" 문재인 대통령 과 강경 화 외교 장관 은 "" 협상 "" 에 대하 ᆫ 생각 , 협상 에 임하 는 자세 가 정말 완벽 하 게 일치 하 는 것 같 어 . 강 장관 이 그만큼 대통령 의 생각 , 계획 을 잘 이해 하 고 있 는 거 이 ᆫ가 ? 협상 은 테이블 에 앉 어 보 어야 알 는 거 이 야 . 그 전 에 는 어떤 것 도 단정 짓 을 수 없 어 .  ",5
" 양승태 전 대법원 장 이 검찰 출두 앞두 고 대법원 에서 입장 표명 하 ᆫ다고 ?  
전두환 노태우 가 검찰 이나 법원 에 출두 하 기 전 에 ' 청와대 ' 에서 ' 입장 표명 ' 하 ᆫ다는 꼴 ..  
전직 이 ᆫ데 ..  
왜 검찰 조사 까지 가 게 되 었 는가 먼저 ' 생각 ' 하 어 보 시 기 ᆯ ..  
법원장 이 그것 도 대법원장 이 행정부 와 재판 거래 ?  ",3
[ 다음 카페 ] 배우 서하준 --- 응원 릴레이 -- 이 천 하고 오백 여섯 ( 2506 ) ,5
현대산업개발 정몽규 회장 강도 놈 에게 하나 있 는 아파트 를 빼앗기 고 가정 이 파괴 되 었 습니다 . 송정순(70세) 남편 은 골방 에서 살다가 식도암 으로 죽 었 습니다 . 송정순 은 고시원 에서 살다가 대장암 에 걸리 어 항암 치료 12 번 을 받 고 살 었 는데 도 정몽규 회장 재벌 은 약속 어음 집값 약속 을 지키 지 않 습니다 . ,3
" 한미 방위비 2 배 인상 과 관련 , 자한당 김영우 의원 및 그 일파 들 의 지나치 ᆫ 친 미 숭상 에 창피 하 ᆷ 에 얼굴 이 빨게 지 ᆫ다 . 어쩌면 이렇 게 생각 의 차이 가 있 을 수 있 는지 , 이 사람 은 미국인 을 가장 하 ᆫ 국회의원 같 다 . 우리 의 보수 의 가치 는 늘 이렇 었 음 을 대다수 의 국민 이 이제 ᆫ 깨닫 었 으면 좋 겠 다 . 개탄 스럽 다 .  ",3
임재범 형 모먼트 귀엽 어서 치 임 ㅠㅠㅠㅠㅠ ,1
" 살라딘 은 현재 터키 , 이란 , 이라크 의 접경 지역 을 근거 로 자신 들 의 나라 를 세우 고자 투쟁 하 던 쿠르 드 족 출신 이 며 . 쿠르 드 족 은 아리안 계열 의 유목민 이 었 습니다 . 험난 하 ᆫ 자연 환경 에서 자연 스럽 게 단련 되 ᆫ 쿠르 드 족 남자들 은 당대 최고 의 용병 으로 통하 었 습니다 .  ",5
아 맞 다 .. 일본 오 어서 서점 가 어서 김지영 책 있 냐고 물어보 었 는데 재고 없 다고 하 ᆷ . 전국 서점 에 재고 없 을 정도 로 잘 팔리 는 데 한국 에선 뉴스 화 한 번 안 되 ᆫ 것 이 참 졸렬 하 다 느리 ᆷ ,3
" 71 . 아 이콘 구준회 
섹시 큐티 다 ?? 갖추 ᆫ 키 181 피지 커 ᆯ 왕임니 다 ?? ,, 이 라고 하 시 ᆸ니다 .  ",1
" 옛날 에 한창 첫 사랑 이 라 하 ᆯ 만 하 ᆫ 애 를 좋아하 게 되 ᆫ 시절 에 , 
박기영 - 시작 
박혜경 - 고백 
듣 고 부르 면서 겁내 설레 하 었었 는데 , 핸드폰 으로 그 시절 코노 에서 걔 한테 막 부르 어 주 고 그래썽 ㅆ 는뎈 ㅋㅋㅋㅋㅋ 그래서 그런 가 아직 도 저 노래 듣 으면 기분 이 .. 그 때 를 추억 하 는 거 ᆫ 그 시절 이 좋아서 가 아니 라  ",1
" 와 개싸 다 ㄹㅇ 근데 몇 백 원 이 ᆫ 만큼 위생 은 별로 안 좋 을 듯 ,,  ",5
" 자랑 스럽 고 사랑 스럽 은 ..  
애 뿐 나 의 강 어 쥐 ~ 오 구 오 구 
눈 에 넣 어도 1 도 안 아프 ᆯ ~ 나 의 새끠 
헨 리야 ~~~ 사랑해 
너 만 ~~~~ 사랑해  ",1
강한별 빠이 링 ~ ,1
마오 가 진짜 무릎 도 착 착 굽히 고 동작 도 시원시원 하 게 크 게 하 어서 넘 쩔어 버리 ᆫ다는 거 이 야 ,5
" 한국은행 올해 첫 금통위 , 기준 금리 동결 결정 … 연 1 . 75 %  ",5
내 가 또 너희 에게 이르 노니 구하라 그러면 너희 에게 주 시 ᆯ 것 이 요 찾으 이 라 그러 면 찾아내 ᆯ 것 이 요 문 을 두드리 라 그러 면 너희 에게 열리 ᆯ 것 이 니 구하 는 이 마다 받 을 것 이 요 찾 는 이 는 찾아내 ᆯ 것 이 요 두드리 는 이 에게 는 열리 ᆯ 것 이 니라 - 눅 11 : 9 ~ 10 ,5
아이유인나 영원 하 었 으면 .. 진짜 너무 이쁘 다 서로 생각 하 어 주 는 거 랑 그런 거 표현력 이 딸리 어서 잘 설명 이 안 되 지만 ㅎㅎ ,1
" 이상돈 "" 文 정부 , 과연 MB 비판 하 ᆯ 자격 있 나 "" ",5
" 황우여 , "" 대학 인성 교육 이 군 가혹 행위 줄이 ᆯ 수 있 다 "" ",5
" 이 기사 를 장신 중과 박 인복 , 
공지영 과 김영화 ᆫ , 
그리고 김부선 과 버러지 들 이 
싫 어 하 ᆸ니다 .  ",3
쇼 반역 연기 하 시 ᆫ 마리아 도 일 케네디 분 아일랜드 사람 에다가 64 년 생 이 시 어 ,5
" 끝 도 없이 드러나 고 있 는 손혜원 의 비리 와 적폐 시리즈 .. 이런 비리 와 적폐 덩어리 를 구속 시키 지 않 으면 문재인 정권 은 법 과 정의 와 민주주의 를 살해 하 ᆫ 최악 의 정권 이 되 ᆯ 것 이 다 .  
코 레일 , 孫 의 ' 하이핸드코 리아 ' 에 특혜 의혹 | 조선일보 AMP  ",3
스위치 본체 한글 화 .... 그거 ᆯ 쉬 발 이 저 의 하 냐 ,3
" .. 우리 마크 너무 좋 다 
걍 기도 하 다가 잠들 어 버리 는 것 도 좋 고 ,, 
입맛슴슴 하 어서 화이트 초코 쿠키 좋아하 는 거 랑 
라면 한 입 먹 고 춤추 고 한 입 먹 고 랩 하고 젤리주서먹는거조아하 는 분주함 이 랑 
기록 의 중요 성 을 알 어서 좋 었 던 날 에 ᆫ 일기 를 두 장 씩 이나 쓰 는 .. 걍 그런 것 들 이 좋아  ",1
" 20190117 Samuel 생일 회 
사무엘 생일 축하 하 어요  ",1
" 19 년 1 월 23 일 수요일 , 공단 교정 보호 대상자 들 의 취업 처 를 발굴 하 고 , 업무 협약 을 맺 었 다 . 서울 북부 지소 김도훈 팀장 , 민 현기 주임 과 서울 동부 구치소 정희 식 교감 은 조선 커피 주식회사 ( 대표 서상훈 ) 와 경기 특장 ( 대표 신경선 ) 을 방문 하 어 교정 보호 대상자 들 이 원활 하 ᆫ 취업 지원 을 돕 고자 협의 하 었 다 .  ",5
""" 이기 몇 번 째 더라 "" 민선 경남 지사 권한 대행 만 네 번 째  ",5
히힉힉 유하 은 힝하은뽀작하 은 귀엽 은 크아악뉴짤 주 시 어요 ,1
" 지난해 영화 ‘ 협상 ’ 의 G V.  
오랜 손예진 님 팬 으로써 다녀오 었 지만 현빈 님 에 놀람 .  
그 미모 와 기럭 지 . 손예진 님 도 최고 이 었 지만 현빈 님 도 최고 .  
최근 나 의 낙인 ‘ 알함브 라 궁전 의 추억 ’ 에서 너무 멋 있 음 . 근데 박신혜 님 이 너무 이쁘 어 결국 박신혜 님 만 보임 ㅋㅋㅋㅋ  
결론 은 다음 주 까지 어떻 게 기다리 냐 ...  ",1
" 늘 이대로 변하 지 않 을게 
늘 빛나 는 우석 아 생일 축하 하 어  ",1
"[ 현장 ] ‘ 얼굴 들 ’ 박종환 - 김 새벽 - 백수장 , 서로 간 의 호흡 ? “ 굉장히 좋 었 다 ” ",5
" 염소 는 힘 이 세 다 . 그러나 염소 는 오늘 아침 에 죽 었 다 . 이제 우리 집 에 는 힘세 ᆫ 것 은 하나 도 없 다 . 나 는 때때로 홍수 의 꿈 을 꾸 ᆫ다 . 오늘 아침 에 도 나 는 홍수 의 꿈 을 꾸 었 다 . _ 김승옥 ‘ 염소 는 힘 이 세 다 ’ , 문학동네 한국 문학 전집  ",5
" 새해 되 고 이제 미자 벗어나 ᆫ 아카아시 가 이제 보쿠 토 선배 도 애 취급 덜 하 시 겠 지 하 고 묘하 게 기대감 부풀 어서 보쿠 토 만나 었 는데 여전 하 ᆫ 모습 에 괜히 뚱해 서 "" 저 도 이제 어른 이 거든요 "" 하 어 버리 고 혼자 부끄럽 어 하 는 아카아시 와 그런 거 땜 에 너무 귀엽 어 죽 는 보쿠 토 새해 니까 보 ᆯ 수 있 는 거 이 지 ?  ",5
유장 너무 안쓰럽 다 . 교통사고 이후 회복 되 어서 집 에 오 었 는데 동생 어디 가 고 없 어서 진짜 울 면서 하루 종일 완전히 낫 지 않 은 몸 으로 몇 날 며칠 고래 고래 소리 지르 면서 동네방네 뛰어다니 면서 찾 을 것 같 은데 찾 을 수 없 고 .. 유장 입장 에서 는 가족 들 죄다 빼앗기 ᆫ 거 알 냐 .. 유비 랑 찍 은 사진 안고 오열 하 ᆯ 듯 .. ,2
" 사람 들 이 오 로 노 왜 그렇 게 좋아하 는지 잘 공감 을 못 하 었었 는데 오늘 보니 완전 카리즈매틱 수퍼 쿨 키드 이 ᆫ 거 이 ᆷ 
공항 에 나오 어서 선물 주 ᆫ 팬 에게 아프 고 피곤 하 어서 인사 못 하 었 다며 공연 도중 에 이름 부르 고 따로 인사 함 
( 여기 서 깨닫 어야 하 는 것 은 계 를 붓 어야 계 를 타 ᆫ다는 것 이 다 ㅋ ) ",1
" 카트 떡 상 기념 ! 「 문호준 의 카트 잘 하 는 법 완벽 강좌 ! 」 [ 카트 문호준 ]  
톡톡 이 왜케 어려움 시바 ㅋㅋㅋㅋ  ",5
초 메 ᆫ ) 쪽지 보내 는 곳 을 못 찾 겠 네요 ㅠ 헤럴드 경제 서병기 기자 님 추천 드리 어요 . ,1
아까 끄듀 하 어서 아빠 랑 보 는데 용 국 이 나오 어서 아빠 쟤 야 아빠 가 맨날 내방 벽 보 고 욕하 는 그 대단 하 ᆫ 얼굴 이 쟤 야 근데 중국인 이야 대박 이 지 하 니까 아빠 가 감탄 하 어서 감탄 떡볶이 땡기 었 답니다 근데 상균이 와 태현 이 포스터 를 거부 하 는 저 의 벽지 혼내 어 주 세 여 ,1
" 목포 에서 집 사 면 전부 미꾸라지 이 ᆫ 거 이 ᆷ ?  
목포 에 집 살 는 사람 들 은 은행 돈 한 푼 도 안 빌리 고 전부 자기 돈 으로 사 어야 하 는 거 이 ᆷ ? 이 게 말 이 여 ? 똥 이 여 ?  
글 이 구 , 호남 친박 ㅆ 새 들 이 젤 많이 퍼트 리 이 ᆫ 프로파간다 = >"" 전두환 사면 을 김대중 대통령 이 하 었 다 . "" ??... 김영삼 이 하 었 다 !! 김영삼 이 .  ",3
" 망하 ᆯ 수 밖에 없 는 나라 .  
양승태 는 재판 거래 하 었 다 . 고 구속 시키 고 .  
범죄 사실 이 밝히 어 지 ᆫ 서영교 는 좌익 이 라 처벌 안 하 어 .  
허기 이 야 .  
주적 김정은 , 문재인 , 드루킹 , 김경 수 , 손석희 , 손혜원 , 고은 , 이은 택 , 친 이계 , 비박 계 , 헌재 , 부패 하 ᆫ 언론 등 은 그 들 의 이익 을 위하 어 조작 선동 과 날조 되 ᆫ 죄목 으로 박근혜 를 탄핵 하 었 다 !  ",3
" 아 참 판옥선 위 에서 그네 를 매 고 타 다가 왜군 들 이 화살 을 쏘 니까 발 로 화살 을 받 어서 ( ... ) 그거 ᆯ 또 되돌리 어서 왜군 들 을 맞추 었 다는 이순신 설화 도 있 었 습니다 . 진짜 짱 이 지 않 습니까 !  
... 그러니까 일 을 하 기 가 몹시 귀찮 다는 말 이 ᆸ니다 . 우어 어 마감 의 신 이시여 불쌍 하 ᆫ 작가 를 구원 하 소서 .  ",2
" 1187년 의 ' 하틴 의 뿔 ' 전투 는 영화 > 에 도 등장 하 는 전투 이 ᆸ니다 . 살라딘 이 이끌 는 아이유 브 왕조 이슬람 군 이 예루살렘 왕국 의 병력 을 사실상 전멸 시키 ᆷ 으로서 예루살렘 왕국 일대 의 땅 을 다시 가져오 었 으며 , 이 는 제 3 차 십자군 의 원인 이 되 죠 .  ",5
나 는 양남자 쇼 장도연 님 이 너무 좋 었 어 적정 선 에서 웃기 고 애 들 배려 하 어 주 면서 도 웃기 고 ,1
" 1 월 1 일 MBC 뉴스데스크 .....  
각 당 소식 을 전하 는데 ... 홍준표 가 나오 고 , 안철수 가 나오 고 , 그 다음 추미애 대표 가 나오 네요 .  
MBC 는 주사위 던지 어서 순서 정하나 요 ? 도대체 보도 순서 를 정하 ᆫ 기준 이 뭐 이 에요 ?  
& lt ; 최승호 MBC , 어이 없 습니다 . & gt ;  ",3
" 손소영 ( 손혜원 조카 )  
인터뷰 
ㅡ 목포 MBC 뉴스데스크  ",5
"손혜원 의원 은 막무가내 로 투기 꾼 이 다면서 여봐 요 , 여보세요 하대 하 는 식 으로 대하 고 시방 새 와 조중동 기사 를 믿 는 자신 의 무지 는 생각 치 않 으면서 타인 의 주장 은 무시 하 고 자산 만 이 정당 하 다면서 가르치 려 들 어 막말 삼가하 어 주 시 어요 하 었 더니 저 를 차단 하 ᆸ니다 . 이 자 가 저 를 차단 하 어서 이 글 올리 ᆸ니다 .  ",5
넹넹 수피아 님 두 오늘 좋 은 하루 되 시 어요 ~~ ,1
" 그런데 진짜 지코 오빠 랑 박경 오빠 노래 장르 를 잘 모르 겠 는 것 이 너무 좋 다 
그냥 [ 지코 ] [ 박경 ] 이 라는 장르 가 있 고 듣 자마자 작곡가 를 생각 하 ᆯ 수 있 는 것 이 넘 멋 있 음  ",1
" 의원 님 
그러면 손 금주 이용호 이 죄명 이 포용 하 면 로마 제국 되 는 거 이 ᆸ니까 ?  
부패 와 부정 반칙 과 특권 을 용납 하 는 것 이 포용 이 ᆸ니까 ?  
기회주의자 들 에게 기회 를 주 는 것 이 개혁 이 ᆸ니까 ?  
의원 님 먼저 포용 의 기준 을 정확 하 게 인식 시키 어 주 시 어요  ",3
" 잊 지 못하 ᆯ 기억 을 남기 어 주 어서 너무 고맙 어 
러블리즈 사랑해  ",1
출력 싸인 이 기 ᆫ 하 지만 .... 영선 님 글씨 언제 보 어도 너무 예쁘 구요 .. 호산 님 싸인 너무 멋있 어 .. ,1
" 190130 JB C preview 
내추럴 하 ᆫ 사무엘 
너무 예쁘 고 멋지 어 
스피치 도 제 일 잘 하 어 혼자 다 하 어  ",1
" 조병규 앱 뒤적 모먼트 
1 . 자웅 동체 
2 . 승리 , 버닝 썰 ᆫ 관계자 와 친분 
3 . 윤세아 와 상대역 으로 만나 고 싶 음 ( 어머니 역할 로 만나 기에 ᆫ 너무 아름답 웅앵 웅 )  
4 . 안 하 어요 . 안 하 ᆸ니다 . 연애 안 하 어요 . ( 유아인 + 류 st )  
5 . 내 가 말 하 ᆯ까 누나 가 말 하 ᆯ래 ㅋㅋ ( 얼굴 에 ᆫ 함박웃음 ) ",3
" 끼 이 야 !!! 백찬 아 
어느 각도 로 보 어도 잘 생 김이 뿜 뿜 !  ",1
풀네임 이 엘리자베스 리즈 맞 나 ? ㅜㅜㅜ 얘 그리 ᆯ 때 넘 즐겁 다 ... ,1
" ＂ 신재민 , 돈 벌 러 나오 었 다 ＂ 손혜원 , 논란 의 막말 史 ( 출처 : 중앙일보 | 네이버 뉴스 )  
soun *  
사드 앞 에서 춤 추 다가 전자파 로 뇌 가 튀기 어 지 어서 손혜원 이 저리 되 었 나 부 다 . 아 님 광우병 말기 로 뇌 에 구멍 이 송 송 뚫리 었 던가 ?  
pabb *  
국밥 아줌마 김정숙 동창 이 란 이유 로 공천 주 어서 당선 ㅅㅂ 저런 질 떨어지 ᆫ 애 를  ",3
" 폭행 논란 빚 은 한국당 예천군 의회 해외 연수 .. ' 고 비용 ' 도 구설수 
14 명 이 세금 6 , 100 만 원 짜리 회화 관광 을 
인당 430 만 원 넘 는다 
청와대 직원 들 저녁 먹 은 거 보 고 
"" 야근 하 면 편의점 삼각김밥 사 어 먹 으면 되 ᆫ다 "" 라고 김성태 가 말 하 었 다 
이 기사 보 ᆫ 적 있 지 ?  
한국당 과 기레기 새끼 들 아 !  
뭐 이 라 말 하 어 보 어라 !  ",3
" 재판 청탁 , 한국당 의원 도 하 었 다던데 .. 서영교 만 알리 어 지 ᆫ 이유 
확실히 민주당 의 화력 은 역대 최 약 이 ᆫ 듯 하 다 .  ",3
ㅠㅠㅠㅠㅠㅠㅠ 지금 꼴 보 면 너 김 원장 어디 갓 이 냐고 하 ᆯ 듯 일어나 어서 머리 감 고 잘 라 야 징 .... ,2
" 밤 이 되 ᆸ니다 나 ᆫ 집 에서 거리 로 나오 ᆸ니다 나 ᆫ 모든 것 에서 해방 되 ᆫ 것 을 느끼 ᆸ니다 아니 , 실제로 는 그렇 지 않 을는지 모르 지만 그렇 게 느끼 ᆫ다는 말 이 ᆸ니다 김형은 그렇게 안 느끼 ᆸ니까 ? - 김승옥 ,  ",5
스 캐 작가 여성 분 이 에요 유현미 이 라는 ㄴ 분 이래 ( 탐 랏 ㅏ 람들 을 위하 어 찾아오 ᆷ ,5
틀리 ᆫ 말 없 다 .. 이순자 “ 나 의 남편 전두환 은 민주주의 의 아버지 ” ,5
" 의 일본 흥행 을 보도 하 는 언론인 여러분 , 제발 ' 페미한 류 ' 같 은 용어 를 붙이 시 기 바라 ᆸ니다 . ' XX 한류 ' 가 되 어 버리 면 그 상업 성 때문 에 국내 에서 도 존재 의 당위 를 인정받 게 되 ᆯ까 보 어 지금 한국 페미니즘 의 일본 수출 에 는 절대 ' 한류 ' 이 라는 말 을 안 쓰 고 있 는 것 같 은데 , 아니 ᆸ니까 ?  ",5
" 법원 성창 호 판 새 "" 김경수 , 경공 모 사무실 서 ' 킹 크랩 ' 시연 보 ᆫ 것 이 ᆫ 정 ""( 속보 )  
와 이 판새색히봐 이 라 ..  
공모자 가 증언 하 ᆫ 거 ᆯ 그대로 인정 하 어 버리 네 ..  
앞으로 ᆫ 두넘 이 입 맞추 면 누구 이 든 잡아쳐 넣 겠 구나 !!  
특검 의 부실 수사 , 강압 조사 , 회 유협 박은 증언 이 나오 어도 뭉개 어 버리 고 ..  
법원 을 이제 뒤집어엎 어야 함  ",3
엘 그레이 쉬폰 케익 느그 만 먹 냐 머모 님 사식 으로 이 라도 좀 넣 어 주 어라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,1
의류 학과 가 미 대인 게 어렴풋이 다 알 ᆫ다는 거 이 ᆸ니다 . 내 가 이화여대 미대 이 라 다 알리 어 주 ᆫ다는 거 이 ᆸ니다 . 김태희 는 이화여대 미대 에 걸리 었 다는 거 이 ᆸ니다 . 같 은 히틀러 미술 계열 이 라는 거 이 ᆸ니다 . 홍익대 미대 는 잘 모르 ᆫ다는 거 이 ᆸ니다 . 김태희 는 장면 교수 파 이 라는 거 이 ᆸ니다 . 장면 이 김태희 위 이 라는 거 이 ᆸ니다 . ,5
" 그 서민 민생 대책 위원회 가 
양승태 사법농단 .. 임종헌 전 법원행정처 차장 이 정치 자금 법 위반 으로 기소 되 ᆫ 자유당 의원 재판 에 직접 개입 하 ᆫ 노철래 가 위원장 이 ᆫ 비 영리 단체 군요 
뭐 이런 쓰레기 같 은 새끼 가 ?  
누 가 누구 ᆯ 고발 ?  
시민 단체  ""손혜원 · 서영교 의원  국민 기만 """" … 검찰 고발 "" ",3
